order_id,invoice_no,gross_amount,tds_section_legacy,tds_code_new,tds_amount,gst_rate,vendor_pan_masked,posted_at
ord_00242,INV-10566,24812.95,,,0,18.00,ABCP1566Z,2026-05-26T00:00:00
ord_00399,INV-10567,13633.78,,,0,18.00,PANNOTAVAIL,2026-05-26T00:00:00
ord_00413,INV-10568,13944.93,,,0,18.00,ABCP1568Z,2026-05-26T00:00:00
ord_00443,INV-10569,38785.84,194H,,1939.29,18.00,ABCP1569Z,2026-05-26T00:00:00
ord_00004,INV-10570,43066.79,,,0,18.00,PANNOTAVAIL,2026-05-27T00:00:00
ord_00088,INV-10571,29357.39,,,0,18.00,ABCP1571Z,2026-05-27T00:00:00
ord_00107,INV-10572,30177.55,,,0,18.00,ABCP1572Z,2026-05-27T00:00:00
ord_00200,INV-10573,44435.94,,,0,18.00,PANNOTAVAIL,2026-05-27T00:00:00
ord_00252,INV-10574,46985.72,,,0,18.00,ABCP1574Z,2026-05-27T00:00:00
ord_00265,INV-10575,28420.16,,,0,18.00,ABCP1575Z,2026-05-27T00:00:00
ord_00411,INV-10576,40994.87,,,0,18.00,PANNOTAVAIL,2026-05-27T00:00:00
ord_00505,INV-10577,45492.79,,,0,18.00,ABCP1577Z,2026-05-27T00:00:00
ord_00144,INV-10578,19672.48,,1031,983.62,18.00,ABCP1578Z,2026-05-28T00:00:00
ord_00228,INV-10579,18175.53,,,0,18.00,PANNOTAVAIL,2026-05-28T00:00:00
ord_00372,INV-10580,31863.01,,,0,18.00,ABCP1580Z,2026-05-28T00:00:00
ord_00124,INV-10581,47435.41,194I,,4743.54,18.00,ABCP1581Z,2026-05-29T00:00:00
ord_00158,INV-10582,22969.70,,1031,4593.94,18.00,PANNOTAVAIL,2026-05-29T00:00:00
ord_00303,INV-10583,31556.13,,,0,18.00,ABCP1583Z,2026-05-29T00:00:00
ord_00315,INV-10584,33505.81,,,0,18.00,ABCP1584Z,2026-05-29T00:00:00
ord_00347,INV-10585,42152.84,,,0,18.00,PANNOTAVAIL,2026-05-29T00:00:00
ord_00408,INV-10586,6128.48,194A,1031,612.85,18.00,ABCP1586Z,2026-05-29T00:00:00
ord_00435,INV-10587,26817.23,,,0,18.00,ABCP1587Z,2026-05-29T00:00:00
ord_00028,INV-10588,41517.19,,,0,18.00,PANNOTAVAIL,2026-05-30T00:00:00
ord_00169,INV-10589,38001.73,,1028,3797.67,18.00,ABCP1589Z,2026-05-30T00:00:00
ord_00254,INV-10590,34967.61,,,0,18.00,ABCP1590Z,2026-05-30T00:00:00
ord_00283,INV-10591,44780.22,,,0,18.00,PANNOTAVAIL,2026-05-30T00:00:00
ord_00376,INV-10592,6801.23,,,0,18.00,ABCP1592Z,2026-05-30T00:00:00
ord_00474,INV-10593,20933.66,,,0,18.00,ABCP1593Z,2026-05-30T00:00:00
ord_00131,INV-10594,31217.68,,1031,6243.54,18.00,PANNOTAVAIL,2026-05-31T00:00:00
ord_00153,INV-10595,1911.94,,,0,18.00,ABCP1595Z,2026-05-31T00:00:00
ord_00160,INV-10596,9681.45,194H,,484.07,18.00,ABCP1596Z,2026-05-31T00:00:00
ord_00241,INV-10597,16919.95,,1028,3383.99,18.00,PANNOTAVAIL,2026-05-31T00:00:00
ord_00398,INV-10598,992.96,,,0,18.00,ABCP1598Z,2026-05-31T00:00:00
ord_00545,INV-10599,7284.92,,,0,18.00,ABCP1599Z,2026-05-31T00:00:00
