order_id,invoice_no,gross_amount,tds_section_legacy,tds_code_new,tds_amount,gst_rate,vendor_pan_masked,posted_at
ord_00330,INV-10566,41160.57,,,0,18.00,ABCP1566Z,2026-05-23T00:00:00
ord_00034,INV-10567,38991.28,,1034,7798.26,18.00,PANNOTAVAIL,2026-05-24T00:00:00
ord_00308,INV-10568,36741.19,,,0,18.00,ABCP1568Z,2026-05-24T00:00:00
ord_00483,INV-10569,4913.14,,1034,491.31,18.00,ABCP1569Z,2026-05-24T00:00:00
ord_00575,INV-10570,29825.32,,,0,18.00,PANNOTAVAIL,2026-05-24T00:00:00
ord_00038,INV-10571,49450.28,,,0,18.00,ABCP1571Z,2026-05-25T00:00:00
ord_00191,INV-10572,13851.13,,1034,1385.11,18.00,ABCP1572Z,2026-05-25T00:00:00
ord_00065,INV-10573,43917.40,,,0,18.00,PANNOTAVAIL,2026-05-26T00:00:00
ord_00135,INV-10574,30515.21,,,0,18.00,ABCP1574Z,2026-05-26T00:00:00
ord_00204,INV-10575,49496.13,,,0,18.00,ABCP1575Z,2026-05-26T00:00:00
ord_00376,INV-10576,39528.27,,,0,18.00,PANNOTAVAIL,2026-05-26T00:00:00
ord_00391,INV-10577,3807.00,,1023,38.07,18.00,ABCP1577Z,2026-05-26T00:00:00
ord_00448,INV-10578,7277.19,,,0,18.00,ABCP1578Z,2026-05-26T00:00:00
ord_00513,INV-10579,29807.72,,1034,5961.54,18.00,PANNOTAVAIL,2026-05-26T00:00:00
ord_00214,INV-10580,33552.81,,,0,18.00,ABCP1580Z,2026-05-27T00:00:00
ord_00387,INV-10581,42168.50,,,0,18.00,ABCP1581Z,2026-05-27T00:00:00
ord_00399,INV-10582,40920.32,,1031,8184.06,18.00,PANNOTAVAIL,2026-05-27T00:00:00
ord_00574,INV-10583,19125.89,,1031,956.29,18.00,ABCP1583Z,2026-05-27T00:00:00
ord_00187,INV-10584,10680.29,,,0,18.00,ABCP1584Z,2026-05-28T00:00:00
ord_00213,INV-10585,11206.19,,1026,2241.24,18.00,PANNOTAVAIL,2026-05-28T00:00:00
ord_00410,INV-10586,19069.62,,1023,190.70,18.00,ABCP1586Z,2026-05-28T00:00:00
ord_00475,INV-10587,29006.55,,,0,18.00,ABCP1587Z,2026-05-28T00:00:00
ord_00500,INV-10588,7031.58,,,0,18.00,PANNOTAVAIL,2026-05-28T00:00:00
ord_00544,INV-10589,29845.09,,,0,18.00,ABCP1589Z,2026-05-28T00:00:00
ord_00232,INV-10590,26668.87,,1031,1333.44,18.00,ABCP1590Z,2026-05-29T00:00:00
ord_00329,INV-10591,24661.63,,,0,18.00,PANNOTAVAIL,2026-05-29T00:00:00
ord_00105,INV-10592,22374.61,,,0,18.00,ABCP1592Z,2026-05-30T00:00:00
ord_00113,INV-10593,29776.98,,,0,18.00,ABCP1593Z,2026-05-30T00:00:00
ord_00119,INV-10594,9189.46,,,0,18.00,PANNOTAVAIL,2026-05-30T00:00:00
ord_00336,INV-10595,24983.12,,1031,1249.16,18.00,ABCP1595Z,2026-05-30T00:00:00
ord_00342,INV-10596,43092.12,,,0,18.00,ABCP1596Z,2026-05-30T00:00:00
ord_00580,INV-10597,8811.69,,,0,18.00,PANNOTAVAIL,2026-05-30T00:00:00
ord_00152,INV-10598,2815.30,,,0,18.00,ABCP1598Z,2026-05-31T00:00:00
ord_00306,INV-10599,23337.66,,,0,18.00,ABCP1599Z,2026-05-31T00:00:00
